"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","genename","symbol","entrez"
"ENSG00000087586",566.2515951957,-2.02575148884102,0.0911414691647734,-22.226451991669,1.90618243645268e-109,9.58816271277801e-108,"aurora kinase A","AURKA","6790"
"ENSG00000087510",14.0875372405696,4.72336463883796,0.930251146931804,5.07751552300341,3.82402273238531e-07,1.27507798710169e-06,"transcription factor AP-2 gamma","TFAP2C","7022"
"ENSG00000129946",48.7924508540489,2.80063841332381,0.325824180213575,8.59555116961549,8.28660883623378e-18,5.19251875120805e-17,"SHC adaptor protein 2","SHC2","25759"
"ENSG00000179855",3.76040340018594,-4.42484011760315,1.40111172867129,-3.15809226848692,0.00158805285643991,0.00354294928825483,"GIPC PDZ domain containing family member 3","GIPC3","126326"
"ENSG00000167654",18.2323327323599,2.36711148178944,0.487187484146255,4.85872802323228,1.1814229169083e-06,3.7622754860403e-06,"ATCAY kinesin light chain interacting caytaxin","ATCAY","85300"
"ENSG00000125657",17.4773794665837,2.33351712730065,0.507320942838286,4.59968617547192,4.23127889749936e-06,1.27500691865356e-05,"TNF superfamily member 9","TNFSF9","8744"
"ENSG00000186994",2.24379311519197,4.51518122626379,1.54386521273728,2.92459548217837,0.00344904250293239,0.00734991156856819,"KN motif and ankyrin repeat domains 3","KANK3","256949"
"ENSG00000105088",793.128211520276,2.86562585502177,0.0934444338019159,30.6666297651965,1.58631168024589e-206,3.07619230835051e-204,"olfactomedin 2","OLFM2","93145"
"ENSG00000090339",268.260394067889,-2.44731090579551,0.131354193949723,-18.6313876413587,1.78827255725673e-77,5.31362115904228e-76,"intercellular adhesion molecule 1","ICAM1","3383"
"ENSG00000161888",109.919749166068,-3.1384973802056,0.222353206918698,-14.1149184385416,3.07371356744712e-45,4.7484686118486e-44,"SPC24 component of NDC80 kinetochore complex","SPC24","147841"
"ENSG00000102575",33.3164252378034,3.42443741041374,0.443065478380614,7.72896462827552,1.08424792923523e-14,5.87703051896612e-14,"acid phosphatase 5, tartrate resistant","ACP5","54"
"ENSG00000187867",13.8085851426307,-2.53653271391953,0.561727655189049,-4.51559165814235,6.31402288900346e-06,1.86784563103438e-05,"paralemmin 3","PALM3","342979"
"ENSG00000105011",87.5307834534588,-3.01421112837727,0.243532765079843,-12.3770250273677,3.48004820735197e-35,4.11959441606051e-34,"anti-silencing function 1B histone chaperone","ASF1B","55723"
"ENSG00000127507",7.82111558982903,2.17492299887355,0.749530089003473,2.90171539579577,0.00371125542432175,0.00786773337797093,"adhesion G protein-coupled receptor E2","ADGRE2","30817"
"ENSG00000130477",27.3054820035534,2.05021912645953,0.38612091712314,5.30978518785006,1.09754517923538e-07,3.80602843566377e-07,"unc-13 homolog A","UNC13A","23025"
"ENSG00000130513",4665.52215751242,4.22670314152856,0.139333107448276,30.3352391899938,3.93391564266983e-202,7.33899351160355e-200,"growth differentiation factor 15","GDF15","9518"
"ENSG00000105717",4.6375972711029,-2.01539247486648,0.913768819142608,-2.20558245438657,0.0274132486967945,0.0496212796970472,"PBX homeobox 4","PBX4","80714"
"ENSG00000160321",1.6251180115212,4.07876626507291,1.67820712269059,2.43043079124442,0.0150808859536345,0.0288128204802522,"zinc finger protein 208","ZNF208","7757"
"ENSG00000075702",146.955080361503,-2.81304890570807,0.182068653943859,-15.4504844451449,7.48785558782384e-54,1.39514558348101e-52,"WD repeat domain 62","WDR62","284403"
"ENSG00000275395",4.08757244803245,2.77960187441411,1.11271196337906,2.49804258954229,0.0124881189364285,0.0242202785741654,"Fc gamma binding protein","FCGBP","8857"
"ENSG00000167600",455.233179031401,2.13163847206596,0.197927055667797,10.769818531751,4.77942276952317e-27,4.31612333193826e-26,"cytochrome P450 family 2 subfamily S member 1","CYP2S1","29785"
"ENSG00000167601",8245.06804500101,-2.14234576630771,0.0404435485638688,-52.9712609892404,0,0,"AXL receptor tyrosine kinase","AXL","558"
"ENSG00000234465",7.08971621823787,2.21141864003635,0.825610435249966,2.67852554378968,0.0073947091663527,0.0148884185373916,"phospholipase A2 inhibitor and LY6/PLAUR domain containing","PINLYP","390940"
"ENSG00000104783",13.8937151091435,-2.57497877321565,0.56866901626922,-4.52807995432726,5.9522061117806e-06,1.76577322213008e-05,"potassium calcium-activated channel subfamily N member 4","KCNN4","3783"
"ENSG00000125740",42.1859883685446,2.17098043854431,0.331864496998937,6.54176767378422,6.07958986130752e-11,2.67067050300895e-10,"FosB proto-oncogene, AP-1 transcription factor subunit","FOSB","2354"
"ENSG00000167554",86.7634158101574,2.07537194595496,0.225112523513948,9.21926471952314,2.99144432198733e-20,2.0924492841694e-19,"zinc finger protein 610","ZNF610","162963"
"ENSG00000080031",5.03117335325514,-2.170923721442,0.881356223924897,-2.46316263788816,0.0137717430319804,0.026479836765209,"protein tyrosine phosphatase receptor type H","PTPRH","5794"
"ENSG00000095752",1899.4150773227,2.59864157977609,0.137499875492506,18.8992286027032,1.15732189755509e-79,3.53871579381055e-78,"interleukin 11","IL11","3589"
"ENSG00000187902",3.12131095600446,3.95445107722155,1.44948489805384,2.72817680441584,0.00636854634162427,0.012974790708164,"shisa family member 7","SHISA7","729956"
"ENSG00000093009",99.821931903299,-2.47489259987399,0.219041060346312,-11.2987610448977,1.33082265214574e-29,1.30670647883571e-28,"cell division cycle 45","CDC45","8318"
"ENSG00000100027",28.3336807653258,2.43850148682677,0.409682964382905,5.95216716052576,2.64614894883585e-09,1.03886369760103e-08,"yippee like 1","YPEL1","29799"
"ENSG00000184117",601.648439964638,-2.19696953727633,0.088545291128342,-24.8118167468887,6.68401138783517e-136,5.1575371640793e-134,"nipsnap homolog 1","NIPSNAP1","8508"
"ENSG00000100297",399.329319916742,-2.46315174328312,0.121354309149308,-20.2971922509369,1.36144977221896e-91,5.23891559868487e-90,"minichromosome maintenance complex component 5","MCM5","4174"
"ENSG00000168135",1.39509861489804,3.84186966871883,1.71839679314558,2.23572907261201,0.025369523445906,0.0462570872876114,"potassium inwardly rectifying channel subfamily J member 4","KCNJ4","3761"
"ENSG00000184949",51.8053084338374,2.16291350132775,0.283920047322484,7.6180372669178,2.57561946693834e-14,1.37385015214395e-13,"family with sequence similarity 227 member A","FAM227A","646851"
"ENSG00000179750",69.6758099373345,-3.27197289487883,0.28925717765638,-11.3116394254726,1.14921905159915e-29,1.13216513251794e-28,"apolipoprotein B mRNA editing enzyme catalytic subunit 3B","APOBEC3B","9582"
"ENSG00000100311",37.763050005029,3.53880768311662,0.424213409651259,8.34204577838744,7.30161747427831e-17,4.37266307744469e-16,"platelet derived growth factor subunit B","PDGFB","5155"
"ENSG00000128285",5.95889202474409,-2.18782460472595,0.813260587428298,-2.69018889953135,0.00714115836750886,0.0144192892204885,"melanin concentrating hormone receptor 1","MCHR1","2847"
"ENSG00000100162",56.2735293019594,-3.23778731170858,0.320859145424216,-10.0909927545553,6.05539724861992e-24,4.96353974694996e-23,"centromere protein M","CENPM","79019"
"ENSG00000075218",209.168437446,-3.10050985315197,0.16899719152141,-18.3465170352205,3.5196375941779e-75,1.00527943532934e-73,"G2 and S-phase expressed 1","GTSE1","51512"
"ENSG00000128165",218.128289916342,-2.25959669801541,0.155149700384704,-14.5639771937205,4.7605626561083e-48,7.80435733322849e-47,"adrenomedullin 2","ADM2","79924"
"ENSG00000277117",12.0077972011088,3.12729422252697,0.687392118903987,4.54950549551439,5.37721297859158e-06,1.60294022812465e-05,"ICOS ligand","LOC102723996","102723996"
"ENSG00000154736",354.049538334465,2.64612251103709,0.134959648093846,19.6067680111101,1.35365215010041e-85,4.68312802539434e-84,"ADAM metallopeptidase with thrombospondin type 1 motif 5","ADAMTS5","11096"
"ENSG00000198743",1999.10327890814,2.53453041313559,0.067097551800101,37.7738135764855,0,0,"solute carrier family 5 member 3","SLC5A3","6526"
"ENSG00000157542",18.2993001044904,4.32466366553151,0.730661887380026,5.91883022808086,3.24239442426413e-09,1.26519483782909e-08,"potassium inwardly rectifying channel subfamily J member 6","KCNJ6","3763"
"ENSG00000157551",25.3691609297898,2.8948003413648,0.475921636836918,6.08251467742525,1.18312062178039e-09,4.75766213473379e-09,"potassium inwardly rectifying channel subfamily J member 15","KCNJ15","3772"
"ENSG00000171587",2.56165833847439,-4.90288392568744,1.51500674097323,-3.23621261416822,0.00121127126733301,0.00275277038364748,"DS cell adhesion molecule","DSCAM","1826"
"ENSG00000160179",79.1044566654909,2.69008844044083,0.249768530383941,10.7703257744507,4.7531636167045e-27,4.29504140913495e-26,"ATP binding cassette subfamily G member 1","ABCG1","9619"
"ENSG00000160190",26.4341579731143,2.62618482073587,0.738984462701389,3.55377542192936,0.000379743338272455,0.000921715632322043,"solute carrier family 37 member 1","SLC37A1","54020"
